0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
2459 0 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -11,-1 -11,-2
2460 0 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -11,-1 -11,-2
2461 0 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -11,-1
2462 0 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1
2463 0 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1
2464 0 -9,2 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0
2465 0 -9,2 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0
2466 0 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1
2467 0 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -11,-1
2468 0 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1
2469 0 -8,3 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0
2470 0 -8,3 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0
2471 0 -8,2 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1
2472 0 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -10,-2
2473 0 -7,1 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1
2474 0 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -10,-2
2475 0 -8,1 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -10,-2
2476 0 -9,1 -10,1 -11,1 -11,0 -10,0 -10,-1 -10,-2 -9,-2
2477 0 -10,1 -11,1 -11,0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1
2478 0 -11,1 -11,0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -8,-1
2479 0 -12,1 -11,1 -11,0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1
2480 0 -11,1 -11,0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0
2481 0 -11,1 -11,0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0
2482 0 -11,0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1
2483 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -8,1
2484 0 -10,1 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1
2485 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1
2486 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1 -11,1
2487 0 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1 -11,1 -12,1
2488 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1 -11,1
2489 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1
2490 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1 -10,0
2491 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1 -10,0
2492 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1 -10,1
2493 0 -10,1 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -9,1
2494 0 -11,1 -10,1 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0
2495 0 -11,1 -10,1 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0
2496 0 -11,1 -10,1 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0
2497 0 -10,1 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0
2498 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2499 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2500 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2501 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2502 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2503 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2504 0 -10,0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2505 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2506 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2507 0 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1 -7,-2
2508 0 -10,-1 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2509 0 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1 -6,-1
2510 0 -10,-3 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2511 0 -10,-4 -10,-3 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2512 0 -10,-3 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2513 0 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,-1
2514 0 -11,-2 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2515 0 -11,-3 -11,-2 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0
2516 0 -11,-2 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2517 0 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,1
2518 0 -10,-2 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,1
2519 0 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,1 -6,2
2520 0 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,1 -6,2
2521 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,1
2522 0 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2523 0 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2524 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,1
2525 0 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2526 0 -7,-3 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2527 0 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2528 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,-1
2529 0 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2530 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -5,0
2531 0 -8,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2532 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0 -6,-1
2533 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2534 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2535 0 -10,-4 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2536 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2537 0 -10,-2 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2538 0 -10,-2 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2539 0 -10,-2 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2540 0 -10,-2 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2541 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,1
2542 0 -11,-3 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2543 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2544 0 -10,-2 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2545 0 -10,-2 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2546 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -6,0
2547 0 -11,-3 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2548 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,1
2549 0 -11,-3 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2550 0 -10,-3 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2551 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1 -7,-2
2552 0 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1 -7,-2
2553 0 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2554 0 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0 -7,-1
2555 0 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2556 0 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2557 0 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0 -7,0
2558 0 -10,-3 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0
2559 0 -10,-2 -10,-3 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0
2560 0 -10,-2 -10,-3 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0
2561 0 -10,-3 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -8,0
2562 0 -10,-2 -10,-3 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0
2563 0 -10,-3 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -9,1
2564 0 -10,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -9,1 -10,1
2565 0 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -9,1 -10,1 -11,1
2566 0 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -9,1 -10,1
2567 0 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0 -9,1
2568 0 -6,-4 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -9,0
2569 0 -6,-5 -6,-4 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1
2570 0 -6,-5 -6,-4 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1
2571 0 -6,-5 -6,-4 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1
2572 0 -6,-4 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1
2573 0 -7,-4 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1 -11,-1
2574 0 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1 -11,-1 -11,0
2575 0 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1 -11,-1 -11,0
2576 0 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1 -11,-1
2577 0 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1 -11,-1
2578 0 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1 -11,-1
2579 0 -8,-6 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1 -10,-1
2580 0 -9,-6 -8,-6 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -9,-1
2581 0 -9,-5 -9,-6 -8,-6 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2
2582 0 -9,-6 -8,-6 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2583 0 -8,-6 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -10,-1
2584 0 -8,-6 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -10,-1
2585 0 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -10,-1 -9,-1
2586 0 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -10,-1 -9,-1
2587 0 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -10,-1
2588 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2589 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2590 0 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -11,-2
2591 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2592 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2593 0 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2 -11,-2
2594 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2595 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2596 0 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2
2597 0 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2
2598 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2599 0 -8,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2
2600 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2 -10,-2
2601 0 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3 -9,-2
2602 0 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3
2603 0 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -9,-3
2604 0 -5,-5 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4
2605 0 -5,-5 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4
2606 0 -6,-5 -5,-5 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4
2607 0 -6,-5 -5,-5 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4
2608 0 -5,-5 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4
2609 0 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4
2610 0 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4
2611 0 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4
2612 0 -5,-5 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4
2613 0 -5,-6 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4
2614 0 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2615 0 -6,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2616 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-5
2617 0 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-5 -11,-6
2618 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-5
2619 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-5
2620 0 -7,-3 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2621 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-3
2622 0 -7,-3 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2623 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-3
2624 0 -6,-4 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2625 0 -6,-4 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2626 0 -6,-5 -6,-4 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4
2627 0 -6,-4 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2628 0 -6,-4 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2629 0 -6,-4 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2630 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -12,-4
2631 0 -7,-4 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -12,-4
2632 0 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -12,-4 -12,-5
2633 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -12,-4
2634 0 -7,-7 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2635 0 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4 -11,-5
2636 0 -8,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4 -11,-4
2637 0 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4 -10,-4
2638 0 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -8,-4 -9,-4
2639 0 -9,-8 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -8,-4
2640 0 -9,-8 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -8,-4
2641 0 -9,-7 -9,-8 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5
2642 0 -9,-7 -9,-8 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5
2643 0 -9,-8 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5
2644 0 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2645 0 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2646 0 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3
2647 0 -7,-7 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2648 0 -7,-7 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2649 0 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -8,-4
2650 0 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2651 0 -8,-8 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2652 0 -8,-7 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3
2653 0 -8,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -9,-2
2654 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -9,-2 -9,-1
2655 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -9,-2
2656 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -9,-2
2657 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3
2658 0 -5,-7 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2659 0 -5,-8 -5,-7 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5
2660 0 -5,-7 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6
2661 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -9,-7
2662 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -9,-7 -9,-8
2663 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -9,-7
2664 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -9,-7
2665 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -9,-7
2666 0 -6,-6 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6
2667 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -9,-7
2668 0 -6,-8 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6
2669 0 -6,-8 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6
2670 0 -6,-7 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -10,-6
2671 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -10,-6 -11,-6
2672 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6 -10,-6
2673 0 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-6
2674 0 -5,-8 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5
2675 0 -4,-8 -5,-8 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5
2676 0 -5,-8 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5
2677 0 -5,-8 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5
2678 0 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2679 0 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2680 0 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2681 0 -6,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2682 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -10,-4
2683 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -10,-4
2684 0 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2685 0 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2686 0 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2687 0 -8,-9 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5
2688 0 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2689 0 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2690 0 -6,-9 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5
2691 0 -7,-9 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2692 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -8,-4
2693 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -8,-4
2694 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -8,-4
2695 0 -8,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2696 0 -8,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2697 0 -8,-8 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4
2698 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3
2699 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -10,-3
2700 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -10,-3
2701 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -10,-3
2702 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3
2703 0 -7,-8 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3
2704 0 -7,-7 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3
2705 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2
2706 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2
2707 0 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2 -8,-1
2708 0 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2 -8,-1 -7,-1
2709 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2 -8,-1
2710 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2 -8,-1
2711 0 -7,-4 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2
2712 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2 -9,-2
2713 0 -7,-4 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -8,-2
2714 0 -6,-4 -7,-4 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3
2715 0 -7,-4 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3
2716 0 -7,-4 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3
2717 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4
2718 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4
2719 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4
2720 0 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4 -6,-4
2721 0 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4 -6,-4
2722 0 -8,-4 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4
2723 0 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4 -7,-5
2724 0 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3 -7,-4
2725 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3
2726 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3
2727 0 -6,-6 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3
2728 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3
2729 0 -7,-6 -7,-5 -8,-5 -9,-5 -9,-4 -9,-3 -8,-3 -7,-3
